"CITY & COUNTY RATES & CODES FOR SALES AND USE TAX"
"OKLAHOMA TAX COMMISSION"
"Tax Type","COPO Number","City/County","Current Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date","Previous Rate","Effective Date","Expiration Date"
"STU","1705","TEMPLE","003.0000000%","05/01/97","00/00/00","000.0000000%","00/00/00","04/30/97","000.0000000%","00/00/00","00/00/00"
"STU","1706","WALTERS","003.0000000%","07/01/01","00/00/00","000.0000000%","00/00/00","06/30/01","000.0000000%","00/00/00","00/00/00"
"STU","1788","COTTON COUNTY","001.2500000%","07/01/99","00/00/00","000.0000000%","00/00/00","06/30/99","000.0000000%","00/00/00","00/00/00"
"STU","1804","BIG CABIN","002.5000000%","10/01/05","00/00/00","000.0000000%","00/00/00","09/30/05","000.0000000%","00/00/00","00/00/00"
"STU","1805","BLUEJACKET","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1806","CENTRALIA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1809","KETCHUM","003.0000000%","01/01/11","00/00/00","000.0000000%","00/00/00","12/31/10","000.0000000%","00/00/00","00/00/00"
"STU","1814","VINITA","003.0000000%","06/01/90","00/00/00","002.0000000%","12/01/86","05/31/90","000.0000000%","00/00/00","11/30/86"
"STU","1815","WELCH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1823","LANGLEY - CRAIG CO.","003.0000000%","07/01/09","00/00/00","000.0000000%","00/00/00","06/30/09","000.0000000%","00/00/00","00/00/00"
"STU","1888","CRAIG COUNTY","002.0000000%","10/01/04","00/00/00","001.0000000%","05/01/04","09/30/04","002.0000000%","02/01/03","04/30/04"
"STU","1912","BRISTOW","005.0000000%","04/01/10","00/00/00","003.5000000%","08/01/98","03/31/10","000.0000000%","00/00/00","07/31/98"
"STU","1913","DEPEW","004.0000000%","01/01/10","00/00/00","000.0000000%","00/00/00","12/31/09","000.0000000%","00/00/00","00/00/00"
"STU","1914","DRUMRIGHT-CREEK COUNTY","004.5000000%","07/01/06","00/00/00","004.0000000%","12/01/94","06/30/06","003.0000000%","02/01/92","11/30/94"
"STU","1917","KELLYVILLE","003.5000000%","01/01/02","00/00/00","003.0000000%","01/01/92","12/31/01","002.0000000%","11/01/88","12/31/91"
"STU","1918","KIEFER","004.0000000%","04/01/97","00/00/00","003.0000000%","10/01/92","03/31/97","000.0000000%","00/00/00","09/30/92"
"STU","1919","MANNFORD - CREEK COUNTY","003.5000000%","01/01/89","00/00/00","000.0000000%","00/00/00","12/31/88","000.0000000%","00/00/00","00/00/00"
"STU","1920","STROUD - CREEK COUNTY","004.0000000%","07/01/13","00/00/00","003.0000000%","01/01/06","06/30/13","000.0000000%","00/00/00","12/31/05"
"STU","1923","MILFAY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1924","MOUNDS","004.0000000%","07/01/01","00/00/00","000.0000000%","00/00/00","06/30/01","000.0000000%","00/00/00","00/00/00"
"STU","1926","OILTON","005.0000000%","04/01/12","00/00/00","003.0000000%","08/01/11","03/31/12","004.0000000%","07/01/06","07/31/11"
"STU","1931","SAPULPA - CREEK COUNTY","004.0000000%","04/01/98","00/00/00","003.5000000%","04/01/94","03/31/98","003.0000000%","05/01/89","03/31/94"
"STU","1933","SHAMROCK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1934","SLICK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","1988","CREEK COUNTY","001.0000000%","04/01/02","00/00/00","000.0000000%","00/00/00","03/31/02","000.0000000%","00/00/00","00/00/00"
"STU","2003","ARAPAHO","003.0000000%","12/01/92","00/00/00","000.0000000%","00/00/00","11/30/92","000.0000000%","00/00/00","00/00/00"
"STU","2004","BUTLER","003.0000000%","07/01/90","00/00/00","000.0000000%","00/00/00","06/30/90","000.0000000%","00/00/00","00/00/00"
"STU","2009","HAMMON - CUSTER COUNTY","003.0000000%","07/01/92","00/00/00","000.0000000%","00/00/00","06/30/92","000.0000000%","00/00/00","00/00/00"
"STU","2011","CLINTON - CUSTER COUNTY","004.0000000%","10/01/11","00/00/00","003.0500000%","04/01/11","09/30/11","004.0000000%","04/01/00","03/31/11"
"STU","2013","CUSTER CITY","004.0000000%","01/01/09","00/00/00","003.0000000%","04/01/98","12/31/08","000.0000000%","00/00/00","03/31/98"
"STU","2015","MOOREWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2018","THOMAS","004.0000000%","12/01/89","00/00/00","000.0000000%","00/00/00","11/30/89","000.0000000%","00/00/00","00/00/00"
"STU","2019","WEATHERFORD","004.0000000%","04/01/05","00/00/00","003.0000000%","01/01/89","03/31/05","002.0000000%","03/03/85","12/31/88"
"STU","2088","CUSTER COUNTY","001.0000000%","07/01/07","00/00/00","000.5000000%","10/01/06","06/30/07","001.0000000%","04/01/06","09/30/06"
"STU","2103","BERNICE","003.5000000%","07/01/03","00/00/00","002.0000000%","12/01/86","06/30/03","000.0000000%","00/00/00","11/30/86"
"STU","2105","COLCORD","003.0000000%","01/01/08","00/00/00","000.0000000%","00/00/00","12/31/07","000.0000000%","00/00/00","00/00/00"
"STU","2108","EUCHA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2113","GROVE","003.4000000%","07/01/01","00/00/00","003.0000000%","07/01/95","06/30/01","000.0000000%","00/00/00","06/30/95"
"STU","2114","JAY","003.0000000%","10/01/01","00/00/00","000.0000000%","00/00/00","09/30/01","000.0000000%","00/00/00","00/00/00"
"STU","2115","KANSAS","003.0000000%","04/01/93","00/00/00","000.0000000%","00/00/00","03/31/93","000.0000000%","00/00/00","00/00/00"
"STU","2116","KENWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2117","LEACH","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2118","OAKS - DELAWARE COUNTY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2119","TWIN OAKS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2152","WEST SILOAM SPRINGS","003.7500000%","10/01/09","00/00/00","002.7500000%","07/01/01","09/30/09","001.7500000%","06/01/87","06/30/01"
"STU","2188","DELAWARE COUNTY","001.4000000%","07/01/12","00/00/00","000.9000000%","04/01/07","06/30/12","001.0000000%","01/01/02","03/31/07"
"STU","2204","CAMARGO","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2205","FAY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2206","LEEDEY","003.0000000%","05/01/93","00/00/00","000.0000000%","00/00/00","04/30/93","000.0000000%","00/00/00","00/00/00"
"STU","2208","OAKWOOD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2209","PUTNAM","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2214","SEILING","004.0000000%","04/01/05","00/00/00","003.0000000%","07/01/96","03/31/05","002.0000000%","06/01/88","06/30/96"
"STU","2215","TALOGA","003.0000000%","06/01/88","00/00/00","000.0000000%","00/00/00","05/31/88","000.0000000%","00/00/00","00/00/00"
"STU","2216","VICI","003.0000000%","10/01/90","00/00/00","000.0000000%","00/00/00","09/30/90","000.0000000%","00/00/00","00/00/00"
"STU","2288","DEWEY COUNTY","001.7500000%","04/01/09","00/00/00","001.0000000%","04/01/07","03/31/09","000.5000000%","01/01/01","03/31/07"
"STU","2303","ARNETT","003.0000000%","12/01/88","00/00/00","000.0000000%","00/00/00","11/30/88","000.0000000%","00/00/00","00/00/00"
"STU","2306","FARGO","003.0000000%","01/01/01","00/00/00","000.0000000%","00/00/00","12/31/00","000.0000000%","00/00/00","00/00/00"
"STU","2307","GAGE","003.0000000%","11/01/97","00/00/00","000.0000000%","00/00/00","10/31/97","000.0000000%","00/00/00","00/00/00"
"STU","2309","HARMON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2314","SHATTUCK","003.0000000%","12/01/89","00/00/00","002.0000000%","09/01/89","11/30/89","000.0000000%","00/00/00","08/31/89"
"STU","2388","ELLIS COUNTY","002.0000000%","10/01/09","00/00/00","000.0000000%","00/00/00","09/30/09","000.0000000%","00/00/00","00/00/00"
"STU","2403","BISON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2404","BRECKENRIDGE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2405","CARRIER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2406","COVINGTON","004.0000000%","10/01/10","00/00/00","003.0000000%","07/01/10","09/30/10","004.0000000%","01/01/07","06/30/10"
"STU","2407","DOUGLAS","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2408","DRUMMOND","003.0000000%","07/01/96","00/00/00","001.0000000%","01/01/90","06/30/96","000.0000000%","00/00/00","12/31/89"
"STU","2411","ENID","003.5000000%","04/01/03","00/00/00","003.2500000%","01/01/03","03/31/03","003.5000000%","09/01/02","12/31/02"
"STU","2413","FAIRMONT","003.0000000%","07/01/05","00/00/00","000.0000000%","00/00/00","06/30/05","000.0000000%","00/00/00","00/00/00"
"STU","2414","GARBER","004.0000000%","01/01/09","00/00/00","003.0000000%","04/01/01","12/31/08","000.0000000%","00/00/00","03/31/01"
"STU","2415","HAYWARD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2416","HILLSDALE","001.0000000%","07/01/87","00/00/00","000.0000000%","00/00/00","06/30/87","000.0000000%","00/00/00","00/00/00"
"STU","2417","HUNTER","002.0000000%","12/01/97","00/00/00","000.0000000%","00/00/00","11/30/97","000.0000000%","00/00/00","00/00/00"
"STU","2418","KREMLIN","003.0000000%","09/01/93","00/00/00","000.0000000%","00/00/00","08/31/93","000.0000000%","00/00/00","00/00/00"
"STU","2419","LAHOMA","004.0000000%","10/01/01","00/00/00","003.0000000%","10/01/98","09/30/01","004.0000000%","04/01/87","09/30/98"
"STU","2420","NORTH ENID","004.0000000%","01/01/01","00/00/00","002.0000000%","09/01/91","12/31/00","000.0000000%","00/00/00","08/31/91"
"STU","2423","WAUKOMIS","004.0000000%","10/01/09","00/00/00","003.0000000%","11/01/89","09/30/09","000.0000000%","00/00/00","10/31/89"
"STU","2488","GARFIELD COUNTY","000.3500000%","01/01/03","00/00/00","000.1000000%","10/01/02","12/31/02","000.0000000%","00/00/00","09/30/02"
"STU","2502","DAVIS - GARVIN COUNTY","003.0000000%","01/01/09","00/00/00","002.0000000%","04/01/05","12/31/08","000.0000000%","00/00/00","03/31/05"
"STU","2503","ELMORE CITY","004.0000000%","10/01/04","00/00/00","000.0000000%","00/00/00","09/30/04","000.0000000%","00/00/00","00/00/00"
"STU","2504","FOSTER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2505","HENNEPIN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2506","LINDSAY","004.0000000%","01/01/02","00/00/00","005.0000000%","07/01/00","12/31/01","004.0000000%","01/01/00","06/30/00"
"STU","2507","MAYSVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2508","PAOLI","003.0000000%","03/01/87","00/00/00","000.0000000%","00/00/00","02/28/87","000.0000000%","00/00/00","00/00/00"
"STU","2511","PAULS VALLEY","004.0000000%","07/01/04","00/00/00","003.5000000%","07/01/99","06/30/04","003.0000000%","06/01/94","06/30/99"
"STU","2513","PERNELL","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2514","STRATFORD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2515","WYNNEWOOD","004.0000000%","07/01/10","00/00/00","003.0000000%","04/01/10","06/30/10","004.0000000%","04/01/00","03/31/10"
"STU","2588","GARVIN COUNTY","000.7500000%","07/01/12","00/00/00","000.5000000%","07/01/07","06/30/12","000.0000000%","00/00/00","06/30/07"
"STU","2603","ALEX","003.0000000%","08/01/92","00/00/00","002.0000000%","10/01/87","07/31/92","000.0000000%","00/00/00","09/30/87"
"STU","2604","AMBER","004.0000000%","01/01/03","00/00/00","003.0000000%","01/01/02","12/31/02","002.0000000%","07/01/00","12/31/01"
"STU","2605","BRADLEY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2606","COX CITY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2607","BLANCHARD - GRADY COUNTY","004.0000000%","07/01/07","00/00/00","003.0000000%","04/01/06","06/30/07","004.0000000%","04/01/04","03/31/06"
"STU","2611","CHICKASHA","003.9690000%","07/01/11","00/00/00","003.7500000%","04/01/11","06/30/11","004.0000000%","04/01/06","03/31/11"
"STU","2613","MINCO","004.0000000%","01/01/05","00/00/00","002.0000000%","04/01/00","12/31/04","000.0000000%","00/00/00","03/31/00"
"STU","2614","NINNEKAH","003.0000000%","07/01/01","00/00/00","002.0000000%","06/01/95","06/30/01","001.0000000%","12/01/90","05/31/95"
"STU","2615","NORGE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2616","POCASSET","001.5000000%","01/01/00","00/00/00","000.0000000%","00/00/00","12/31/99","000.0000000%","00/00/00","00/00/00"
"STU","2617","RUSH SPRINGS","003.5000000%","07/01/05","00/00/00","004.5000000%","07/01/02","06/30/05","003.5000000%","01/01/00","06/30/02"
"STU","2619","TUTTLE","004.0000000%","04/01/90","00/00/00","000.0000000%","00/00/00","03/31/90","000.0000000%","00/00/00","00/00/00"
"STU","2623","VERDEN","003.7500000%","04/01/04","00/00/00","003.0000000%","12/01/98","03/31/04","000.0000000%","00/00/00","11/30/98"
"STU","2688","GRADY COUNTY","000.3750000%","01/01/11","00/00/00","000.2500000%","07/01/01","12/31/10","000.0000000%","00/00/00","06/30/01"
"STU","2703","DEER CREEK","003.0000000%","09/01/95","00/00/00","000.0000000%","00/00/00","08/31/95","000.0000000%","00/00/00","00/00/00"
"STU","2705","JEFFERSON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2706","LAMONT","004.0000000%","01/01/09","00/00/00","002.0000000%","03/01/98","12/31/08","000.0000000%","00/00/00","02/28/98"
"STU","2707","MANCHESTER","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2708","MEDFORD","004.0000000%","01/01/98","00/00/00","002.0000000%","05/01/91","12/31/97","000.0000000%","00/00/00","04/30/91"
"STU","2709","NASH","003.0000000%","01/01/06","00/00/00","000.0000000%","00/00/00","12/31/05","000.0000000%","00/00/00","00/00/00"
"STU","2714","POND CREEK","004.0000000%","04/01/00","00/00/00","002.0000000%","09/01/91","03/31/00","000.0000000%","00/00/00","08/31/91"
"STU","2715","RENFROW","004.0000000%","04/01/05","00/00/00","002.0000000%","08/01/91","03/31/05","000.0000000%","00/00/00","07/31/91"
"STU","2717","SAND CREEK","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2718","WAKITA","004.0000000%","10/01/02","00/00/00","002.0000000%","01/01/95","09/30/02","000.0000000%","00/00/00","12/31/94"
"STU","2788","GRANT COUNTY","001.2500000%","07/01/11","00/00/00","001.0000000%","10/01/01","06/30/11","000.0000000%","00/00/00","09/30/01"
"STU","2803","BRINKMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2804","GRANITE","003.0000000%","10/01/04","00/00/00","002.0000000%","11/01/92","09/30/04","000.0000000%","00/00/00","10/31/92"
"STU","2806","MANGUM","003.0000000%","11/01/99","00/00/00","002.0000000%","07/01/92","10/31/99","000.0000000%","00/00/00","06/30/92"
"STU","2807","REED","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2809","WILLOW","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2888","GREER COUNTY","001.5000000%","07/01/08","00/00/00","001.0000000%","01/01/00","06/30/08","000.0000000%","00/00/00","12/31/99"
"STU","2903","GOULD","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2904","HOLLIS","002.0000000%","02/01/95","00/00/00","000.0000000%","00/00/00","01/31/95","000.0000000%","00/00/00","00/00/00"
"STU","2905","VINSON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","2988","HARMON COUNTY","002.0000000%","01/01/08","00/00/00","000.0000000%","00/00/00","12/31/07","000.0000000%","00/00/00","00/00/00"
"STU","3003","BUFFALO","003.0000000%","10/01/92","00/00/00","000.0000000%","00/00/00","09/30/92","000.0000000%","00/00/00","00/00/00"
"STU","3005","LAVERNE","002.2500000%","07/01/05","00/00/00","002.0000000%","01/01/89","06/30/05","000.0000000%","00/00/00","12/31/88"
"STU","3006","MAY","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3007","ROSSTON","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3008","SELMAN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3088","HARPER COUNTY","002.0000000%","10/01/01","00/00/00","000.0000000%","00/00/00","09/30/01","000.0000000%","00/00/00","00/00/00"
"STU","3104","CARTERSVILLE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3106","HOYT","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3108","KEOTA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3109","KINTA","002.5000000%","02/01/95","00/00/00","000.0000000%","00/00/00","01/31/95","000.0000000%","00/00/00","00/00/00"
"STU","3113","LEQUIRE","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3114","MCCURTAIN","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3115","STIGLER","003.0000000%","09/01/92","00/00/00","002.0000000%","08/01/92","08/31/92","000.0000000%","00/00/00","07/31/92"
"STU","3116","TAMAHA","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00","000.0000000%","00/00/00","00/00/00"
"STU","3117","WHITEFIELD","003.0000000%","07/01/08","00/00/00","002.0000000%","10/01/05","06/30/08","000.0000000%","00/00/00","09/30/05"
"STU","3188","HASKELL COUNTY","001.7500000%","07/01/11","00/00/00","001.5000000%","09/01/10","06/30/11","002.0000000%","04/01/06","08/31/10"
